file,condition,mean,std,min,max,n_turns
CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,scaffold,0.5897624823782179,0.0879201169649439,0.40755128860473633,0.7031058669090271,9
CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,scaffold,0.5864074013449929,0.05661341757585138,0.5149833559989929,0.7172058820724487,11
CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,scaffold,0.6013904132626273,0.12007144688696264,0.41180339455604553,0.7928848266601562,11
CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,scaffold,0.497121747997072,0.10294050237628394,0.33569687604904175,0.6862669587135315,9
CONVERSATION_RESUME_Alice_Leader_Ranger.txt,scaffold,0.6177436113357544,0.14196837700514156,0.27886658906936646,0.8086792826652527,8
CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,scaffold,0.6461201707522074,0.11600689390775949,0.3825998306274414,0.7469469904899597,9
CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,scaffold,0.5439178682863712,0.13966181752386805,0.3355129063129425,0.7125350832939148,8
CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,scaffold,0.6022384651005268,0.11496255456898177,0.3341839015483856,0.7380322813987732,8
CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,scaffold,0.584579337388277,0.14888397128612527,0.3014739155769348,0.7595953941345215,8
CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,scaffold,0.5908394418656826,0.1462050654591542,0.26327595114707947,0.7373169660568237,8
CONVERSATION_RESUME_Alice_Leader_Ranger.txt,scaffold,0.6086591444909573,0.09188724384949219,0.40371671319007874,0.7328119874000549,8
CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,scaffold,0.6286863125860691,0.10370835494563313,0.3840748965740204,0.72535240650177,8
CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,scaffold,0.5842274054884911,0.10920238178747371,0.35276567935943604,0.7444068193435669,8
CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,scaffold,0.5697969421744347,0.13987666391376824,0.23762452602386475,0.7112776637077332,8
CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,scaffold,0.6505000256001949,0.14889249139381874,0.270773321390152,0.7472041845321655,8
CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,scaffold,0.5900548100471497,0.14501290451740817,0.3272953927516937,0.7515245079994202,8
CONVERSATION_RESUME_Alice_Leader_Ranger.txt,scaffold,0.6153729744255543,0.11600225754221731,0.3380371630191803,0.7369319796562195,8
